ICMP,Phylum,TestedAgainst,Strain,Media,BioRep,Condition,TechRep,DaysOld,Size,ZOISize,Neg _control,
16006,Basidiomycete,KP,70063,OEA,1,L,1,5,50,0,,
16006,Basidiomycete,KP,70063,OEA,1,D,1,29,100,0,,
16006,Basidiomycete,KP,70063,OEA,2,D,1,12,50,8,,
16006,Basidiomycete,EC,25922L,PDA,1,L,1,12,50,0,,
16006,Basidiomycete,EC,25922L,PDA,1,D,1,13,50,10,,
16006,Basidiomycete,EC,25922L,PDA,2,D,1,12,20,0,,
16006,Basidiomycete,EC,25922L,MEA,1,L,1,12,50,0,,
16006,Basidiomycete,EC,25922L,MEA,1,D,1,13,50,0,,
16006,Basidiomycete,EC,25922L,MEA,2,D,1,12,50,0,,
16006,Basidiomycete,EC,25922L,WA,1,L,1,12,50,10,,
16006,Basidiomycete,EC,25922L,WA,1,D,1,29,75,0,,
16006,Basidiomycete,EC,25922L,CEA,1,L,1,13,20,0,,
16006,Basidiomycete,EC,25922L,CEA,1,D,1,13,20,0,,
16006,Basidiomycete,EC,25922L,CEA,2,D,1,12,50,0,,
16006,Basidiomycete,EC,25922L,REA,1,L,1,12,50,0,,
16006,Basidiomycete,EC,25922L,REA,1,D,1,13,50,0,,
16006,Basidiomycete,EC,25922L,REA,2,D,1,12,50,0,,
16006,Basidiomycete,EC,25922L,OEA,1,L,1,5,50,7,,
16006,Basidiomycete,EC,25922L,OEA,1,D,1,29,100,7,,
16006,Basidiomycete,EC,25922L,OEA,2,D,1,12,50,0,,
18193,Basidiomycete,KP,70063,PDA,1,L,1,5,100,0,,
18193,Basidiomycete,KP,70063,PDA,1,D,1,5,100,0,,
18193,Basidiomycete,KP,70063,PDA,2,L,1,8,100,0,,
18193,Basidiomycete,KP,70063,PDA,2,D,1,12,100,0,,
18193,Basidiomycete,KP,70063,PDA,3,D,1,4,50,0,,
18193,Basidiomycete,KP,70063,PDA,4,D,1,12,100,0,,
18193,Basidiomycete,KP,70063,MEA,1,L,1,5,100,0,,
18193,Basidiomycete,KP,70063,MEA,1,D,1,5,75,0,,
18193,Basidiomycete,KP,70063,MEA,2,L,1,8,100,0,,
18193,Basidiomycete,KP,70063,MEA,2,D,1,12,100,0,,
18193,Basidiomycete,KP,70063,MEA,3,D,1,4,20,0,,
18193,Basidiomycete,KP,70063,MEA,4,D,1,12,100,0,,
18193,Basidiomycete,KP,70063,WA,1,L,1,5,75,13,,
18193,Basidiomycete,KP,70063,WA,1,D,1,5,75,12,,
18193,Basidiomycete,KP,70063,WA,2,L,1,8,100,14,,
18193,Basidiomycete,KP,70063,WA,2,D,1,8,100,13,,
18193,Basidiomycete,KP,70063,WA,3,D,1,4,20,8,,
18193,Basidiomycete,KP,70063,WA,4,D,1,12,100,11,,
18193,Basidiomycete,KP,70063,CEA,1,L,1,5,100,11,11,
18193,Basidiomycete,KP,70063,CEA,1,D,1,5,100,8,11,
18193,Basidiomycete,KP,70063,CEA,2,L,1,8,100,11,13,
18193,Basidiomycete,KP,70063,CEA,2,D,1,12,100,10,13,
18193,Basidiomycete,KP,70063,CEA,3,D,1,4,50,13,15,
18193,Basidiomycete,KP,70063,CEA,4,D,1,12,100,12,11,
18193,Basidiomycete,KP,70063,REA,1,L,1,5,80,14,,
18193,Basidiomycete,KP,70063,REA,1,D,1,5,80,13,,
18193,Basidiomycete,KP,70063,REA,2,L,1,8,80,8,,
18193,Basidiomycete,KP,70063,REA,2,D,1,12,100,7,,
18193,Basidiomycete,KP,70063,REA,3,D,1,4,20,14,,
18193,Basidiomycete,KP,70063,REA,4,D,1,12,100,9,,
18193,Basidiomycete,KP,70063,OEA,1,L,1,5,100,13,,
18193,Basidiomycete,KP,70063,OEA,1,D,1,5,100,14,,
18193,Basidiomycete,KP,70063,OEA,2,L,1,8,100,22,,
18193,Basidiomycete,KP,70063,OEA,2,D,1,12,100,0,,
18193,Basidiomycete,KP,70063,OEA,3,D,1,4,20,20,,
18193,Basidiomycete,KP,70063,OEA,4,D,1,12,100,11,,
18193,Basidiomycete,EC,25922L,PDA,1,L,1,5,100,7,,
18193,Basidiomycete,EC,25922L,PDA,1,D,1,5,100,9,,
18193,Basidiomycete,EC,25922L,PDA,2,L,1,8,100,0,,
18193,Basidiomycete,EC,25922L,PDA,2,D,1,12,100,0,,
18193,Basidiomycete,EC,25922L,PDA,3,D,1,4,75,0,,
18193,Basidiomycete,EC,25922L,PDA,4,D,1,12,100,0,,
18193,Basidiomycete,EC,25922L,MEA,1,L,1,5,100,0,,
18193,Basidiomycete,EC,25922L,MEA,1,D,1,5,75,10,,
18193,Basidiomycete,EC,25922L,MEA,2,L,1,8,100,0,,
18193,Basidiomycete,EC,25922L,MEA,2,D,1,12,100,0,,
18193,Basidiomycete,EC,25922L,MEA,3,D,1,4,20,0,,
18193,Basidiomycete,EC,25922L,MEA,4,D,1,12,100,0,,
18193,Basidiomycete,EC,25922L,WA,1,L,1,5,75,0,,
18193,Basidiomycete,EC,25922L,WA,1,D,1,5,75,0,,
18193,Basidiomycete,EC,25922L,WA,2,L,1,8,100,11,,
18193,Basidiomycete,EC,25922L,WA,2,D,1,8,100,11,,
18193,Basidiomycete,EC,25922L,WA,3,D,1,4,20,8,,
18193,Basidiomycete,EC,25922L,CEA,1,L,1,5,100,0,,
18193,Basidiomycete,EC,25922L,CEA,1,D,1,5,100,0,,
18193,Basidiomycete,EC,25922L,CEA,2,L,1,8,100,0,,
18193,Basidiomycete,EC,25922L,CEA,2,L,1,12,100,0,,
18193,Basidiomycete,EC,25922L,CEA,3,L,1,4,50,0,,
18193,Basidiomycete,EC,25922L,CEA,4,L,1,12,100,0,,
18193,Basidiomycete,EC,25922L,REA,1,D,1,5,80,0,,
18193,Basidiomycete,EC,25922L,REA,1,L,1,5,80,0,,
18193,Basidiomycete,EC,25922L,REA,2,D,1,8,80,8,,
18193,Basidiomycete,EC,25922L,REA,2,L,1,12,100,7,,
18193,Basidiomycete,EC,25922L,REA,3,L,1,4,20,0,,
18193,Basidiomycete,EC,25922L,REA,4,D,1,,,,,
18193,Basidiomycete,EC,25922L,REA,4,L,1,12,100,0,,
18193,Basidiomycete,EC,25922L,OEA,1,D,1,5,100,9,,
18193,Basidiomycete,EC,25922L,OEA,1,L,1,5,100,10,,
18193,Basidiomycete,EC,25922L,OEA,2,D,1,8,100,0,,
18193,Basidiomycete,EC,25922L,OEA,2,L,1,12,100,0,,
18193,Basidiomycete,EC,25922L,OEA,3,L,1,4,20,0,,
18193,Basidiomycete,EC,25922L,OEA,4,L,1,12,100,0,,
17650,Basidiomycete,KP,70063,PDA,1,L,1,3,40,14,,
17650,Basidiomycete,KP,70063,PDA,1,D,1,8,80,0,,
17650,Basidiomycete,KP,70063,PDA,2,L,1,13,50,0,,
17650,Basidiomycete,KP,70063,PDA,3,L,1,21,100,0,,
17650,Basidiomycete,KP,70063,PDA,4,D,1,3,40,11,,
17650,Basidiomycete,KP,70063,MEA,1,L,1,3,20,0,,
17650,Basidiomycete,KP,70063,MEA,1,D,1,12,75,0,,
17650,Basidiomycete,KP,70063,MEA,2,L,1,13,100,0,,
17650,Basidiomycete,KP,70063,MEA,3,L,1,21,100,0,,
17650,Basidiomycete,KP,70063,MEA,4,D,1,3,20,0,,
17650,Basidiomycete,KP,70063,WA,1,L,1,3,20,0,,
17650,Basidiomycete,KP,70063,WA,1,D,1,8,80,9,,
17650,Basidiomycete,KP,70063,WA,2,D,1,13,100,12,,
17650,Basidiomycete,KP,70063,WA,3,D,1,21,100,10,,
17650,Basidiomycete,KP,70063,WA,4,D,1,3,20,0,,
17650,Basidiomycete,KP,70063,CEA,1,L,1,8,100,13,15,
17650,Basidiomycete,KP,70063,CEA,1,D,1,21,100,11,8,
17650,Basidiomycete,KP,70063,CEA,2,L,1,3,20,15,,
17650,Basidiomycete,KP,70063,CEA,2,D,1,3,20,13,,
17650,Basidiomycete,KP,70063,REA,1,L,1,3,20,0,,
17650,Basidiomycete,KP,70063,REA,1,D,1,8,80,7,,
17650,Basidiomycete,KP,70063,REA,2,D,1,13,50,10,,
17650,Basidiomycete,KP,70063,REA,3,D,1,21,100,10,,
17650,Basidiomycete,KP,70063,REA,4,D,1,3,20,0,,
17650,Basidiomycete,KP,70063,OEA,1,L,1,8,100,0,,
17650,Basidiomycete,KP,70063,OEA,1,D,1,13,100,15,,
17650,Basidiomycete,KP,70063,OEA,2,L,1,3,20,9,,
17650,Basidiomycete,KP,70063,OEA,2,D,1,21,100,8,,
17650,Basidiomycete,KP,70063,OEA,3,D,1,3,20,7,,
17650,Basidiomycete,KP,70063,CYA,1,L,1,3,20,0,,
17650,Basidiomycete,KP,70063,CYA,1,D,1,3,20,0,,
17650,Basidiomycete,EC,25922L,PDA,1,L,1,3,40,0,,
17650,Basidiomycete,EC,25922L,PDA,1,D,1,8,80,0,,
17650,Basidiomycete,EC,25922L,PDA,2,D,1,13,50,9,,
17650,Basidiomycete,EC,25922L,PDA,3,D,1,21,100,0,,
17650,Basidiomycete,EC,25922L,PDA,4,D,1,3,40,0,,
17650,Basidiomycete,EC,25922L,MEA,1,L,1,3,20,0,,
17650,Basidiomycete,EC,25922L,MEA,1,D,1,12,75,0,,
17650,Basidiomycete,EC,25922L,MEA,2,D,1,13,100,0,,
17650,Basidiomycete,EC,25922L,MEA,3,D,1,21,100,15,,
17650,Basidiomycete,EC,25922L,MEA,4,D,1,3,20,0,,
17650,Basidiomycete,EC,25922L,WA,1,L,1,3,20,0,,
17650,Basidiomycete,EC,25922L,WA,1,D,1,8,80,0,,
17650,Basidiomycete,EC,25922L,WA,2,D,1,13,100,0,,
17650,Basidiomycete,EC,25922L,WA,3,D,1,21,100,0,,
17650,Basidiomycete,EC,25922L,WA,4,D,1,3,20,0,,
17650,Basidiomycete,EC,25922L,CEA,1,L,1,8,100,15,,
17650,Basidiomycete,EC,25922L,CEA,1,D,1,21,100,0,,
17650,Basidiomycete,EC,25922L,CEA,2,L,1,3,20,0,,
17650,Basidiomycete,EC,25922L,CEA,2,D,1,3,20,0,,
17650,Basidiomycete,EC,25922L,REA,1,D,1,8,80,7,,
17650,Basidiomycete,EC,25922L,REA,2,D,1,13,50,0,,
17650,Basidiomycete,EC,25922L,REA,3,D,1,21,100,10,,
17650,Basidiomycete,EC,25922L,REA,4,L,1,3,20,0,,
17650,Basidiomycete,EC,25922L,REA,4,D,1,3,20,0,,
17650,Basidiomycete,EC,25922L,OEA,1,L,1,8,100,0,,
17650,Basidiomycete,EC,25922L,OEA,1,D,1,13,100,0,,
17650,Basidiomycete,EC,25922L,OEA,2,L,1,3,20,0,,
17650,Basidiomycete,EC,25922L,OEA,2,D,1,21,100,0,,
17650,Basidiomycete,EC,25922L,OEA,3,D,1,3,20,0,,
17650,Basidiomycete,EC,25922L,CYA,1,L,1,3,20,15,,
17650,Basidiomycete,EC,25922L,CYA,1,D,1,3,20,16,,
18220,Basidiomycete,KP,70063,PDA,1,L,1,19,50,0,,
18220,Basidiomycete,KP,70063,MEA,1,L,1,19,80,0,,
18220,Basidiomycete,KP,70063,WA,1,L,1,19,80,10,,
18220,Basidiomycete,KP,70063,CEA,1,L,1,19,100,0,13,
18220,Basidiomycete,KP,70063,REA,1,L,1,19,50,9,,
18220,Basidiomycete,KP,70063,OEA,1,L,1,19,80,0,,
18220,Basidiomycete,EC,25922L,PDA,1,L,1,19,50,0,,
18220,Basidiomycete,EC,25922L,MEA,1,L,1,19,80,0,,
18220,Basidiomycete,EC,25922L,WA,1,L,1,19,80,0,,
18220,Basidiomycete,EC,25922L,CEA,1,L,1,19,100,0,,
18220,Basidiomycete,EC,25922L,REA,1,L,1,19,50,0,,
18220,Basidiomycete,EC,25922L,OEA,1,L,1,19,80,0,,
16380,Basidiomycete,KP,70063,PDA,1,L,1,13,50,0,,
16380,Basidiomycete,KP,70063,PDA,1,D,1,12,100,0,,
16380,Basidiomycete,KP,70063,MEA,1,L,1,13,75,0,,
16380,Basidiomycete,KP,70063,MEA,1,D,1,12,50,0,,
16380,Basidiomycete,KP,70063,WA,1,L,1,13,100,0,,
16380,Basidiomycete,KP,70063,WA,1,D,1,12,80,0,,
16380,Basidiomycete,KP,70063,CEA,1,L,1,13,100,15,15,
16380,Basidiomycete,KP,70063,CEA,1,D,1,13,100,0,13,
16380,Basidiomycete,KP,70063,CEA,2,D,1,12,100,0,,
16380,Basidiomycete,KP,70063,REA,1,L,1,13,50,0,,
16380,Basidiomycete,KP,70063,REA,1,D,1,13,100,0,,
16380,Basidiomycete,KP,70063,REA,2,D,1,12,100,0,,
16380,Basidiomycete,KP,70063,OEA,1,L,1,13,80,0,,
16380,Basidiomycete,KP,70063,OEA,1,D,1,13,80,0,,
16380,Basidiomycete,KP,70063,OEA,2,D,1,12,100,0,,
16380,Basidiomycete,EC,25922L,PDA,1,L,1,13,50,0,,
16380,Basidiomycete,EC,25922L,PDA,1,D,1,12,100,0,,
16380,Basidiomycete,EC,25922L,MEA,1,L,1,13,75,0,,
16380,Basidiomycete,EC,25922L,MEA,1,D,1,12,50,0,,
16380,Basidiomycete,EC,25922L,WA,1,L,1,13,100,0,,
16380,Basidiomycete,EC,25922L,WA,1,D,1,12,80,0,,
16380,Basidiomycete,EC,25922L,CEA,1,L,1,13,100,0,,
16380,Basidiomycete,EC,25922L,CEA,1,D,1,13,100,0,,
16380,Basidiomycete,EC,25922L,CEA,2,D,1,12,100,0,,
16380,Basidiomycete,EC,25922L,REA,1,L,1,13,50,0,,
16380,Basidiomycete,EC,25922L,REA,1,D,1,13,100,0,,
16380,Basidiomycete,EC,25922L,REA,2,D,1,12,100,0,,
16380,Basidiomycete,EC,25922L,OEA,1,L,1,13,80,0,,
16380,Basidiomycete,EC,25922L,OEA,1,D,1,13,80,0,,
16380,Basidiomycete,EC,25922L,OEA,2,D,1,12,100,0,,
18221,Basidiomycete,KP,70063,PDA,1,D,1,13,20,0,,
18221,Basidiomycete,KP,70063,MEA,1,L,1,18,100,7,,
18221,Basidiomycete,KP,70063,MEA,1,D,1,18,100,7,,
18221,Basidiomycete,KP,70063,MEA,2,D,1,13,20,0,,
18221,Basidiomycete,KP,70063,WA,1,L,1,18,100,7,,
18221,Basidiomycete,KP,70063,WA,1,D,1,18,100,7,,
18221,Basidiomycete,KP,70063,WA,2,D,1,13,75,8,,
18221,Basidiomycete,KP,70063,CEA,1,L,1,18,100,14,7,
18221,Basidiomycete,KP,70063,CEA,1,D,1,18,100,12,7,
18221,Basidiomycete,KP,70063,CEA,2,D,1,13,20,10,,
18221,Basidiomycete,KP,70063,REA,1,L,1,13,20,10,,
18221,Basidiomycete,KP,70063,REA,1,D,1,18,100,11,,
18221,Basidiomycete,KP,70063,REA,2,D,1,18,100,12,,
18221,Basidiomycete,KP,70063,OEA,1,L,1,18,100,7,,
18221,Basidiomycete,KP,70063,OEA,1,D,1,18,100,7,,
18221,Basidiomycete,KP,70063,OEA,2,D,1,13,50,0,,
18221,Basidiomycete,EC,25922L,PDA,1,D,1,13,20,0,,
18221,Basidiomycete,EC,25922L,MEA,1,L,1,18,100,0,,
18221,Basidiomycete,EC,25922L,MEA,1,D,1,18,100,0,,
18221,Basidiomycete,EC,25922L,MEA,2,D,1,13,20,12,,
18221,Basidiomycete,EC,25922L,WA,1,L,1,18,100,0,,
18221,Basidiomycete,EC,25922L,WA,1,D,1,18,100,0,,
18221,Basidiomycete,EC,25922L,WA,2,D,1,13,75,0,,
18221,Basidiomycete,EC,25922L,CEA,1,L,1,18,100,0,,
18221,Basidiomycete,EC,25922L,CEA,1,D,1,18,100,0,,
18221,Basidiomycete,EC,25922L,CEA,2,D,1,13,20,0,,
18221,Basidiomycete,EC,25922L,REA,1,L,1,18,100,0,,
18221,Basidiomycete,EC,25922L,REA,1,D,1,18,100,0,,
18221,Basidiomycete,EC,25922L,REA,2,D,1,13,20,0,,
18221,Basidiomycete,EC,25922L,OEA,1,L,1,18,100,7,,
18221,Basidiomycete,EC,25922L,OEA,1,D,1,18,100,7,,
18221,Basidiomycete,EC,25922L,OEA,2,D,1,13,50,0,,
12896,Basidiomycete,KP,70063,PDA,1,L,1,5,100,10,,
12896,Basidiomycete,KP,70063,PDA,1,D,1,5,100,14,,
12896,Basidiomycete,KP,70063,PDA,2,L,1,14,100,0,,
12896,Basidiomycete,KP,70063,PDA,2,D,1,14,100,0,,
12896,Basidiomycete,KP,70063,MEA,1,L,1,5,100,10,,
12896,Basidiomycete,KP,70063,MEA,1,D,1,5,100,0,,
12896,Basidiomycete,KP,70063,MEA,2,L,1,14,100,0,,
12896,Basidiomycete,KP,70063,MEA,2,D,1,14,100,0,,
12896,Basidiomycete,KP,70063,WA,1,L,1,5,100,13,,
12896,Basidiomycete,KP,70063,WA,1,D,1,5,100,13,,
12896,Basidiomycete,KP,70063,CEA,1,L,1,5,100,0,,
12896,Basidiomycete,KP,70063,CEA,1,D,1,5,100,0,,
12896,Basidiomycete,KP,70063,CEA,2,L,1,14,100,0,,
12896,Basidiomycete,KP,70063,CEA,2,D,1,14,100,0,,
12896,Basidiomycete,KP,70063,REA,1,L,1,5,100,0,,
12896,Basidiomycete,KP,70063,REA,1,D,1,5,100,0,,
12896,Basidiomycete,KP,70063,REA,2,L,1,14,100,15,,
12896,Basidiomycete,KP,70063,REA,2,D,1,14,100,15,,
12896,Basidiomycete,KP,70063,OEA,1,L,1,5,100,15,,
12896,Basidiomycete,KP,70063,OEA,1,D,1,5,100,14,,
12896,Basidiomycete,KP,70063,OEA,2,L,1,14,100,10,,
12896,Basidiomycete,KP,70063,OEA,2,D,1,14,100,9,,
12896,Basidiomycete,EC,25922L,PDA,1,L,1,5,100,13,,
12896,Basidiomycete,EC,25922L,PDA,1,D,1,5,100,14,,
12896,Basidiomycete,EC,25922L,PDA,2,L,1,14,100,9,,
12896,Basidiomycete,EC,25922L,PDA,2,D,1,14,100,0,,
12896,Basidiomycete,EC,25922L,MEA,1,L,1,5,100,0,,
12896,Basidiomycete,EC,25922L,MEA,1,D,1,5,100,0,,
12896,Basidiomycete,EC,25922L,MEA,2,L,1,14,100,0,,
12896,Basidiomycete,EC,25922L,MEA,2,D,1,14,100,0,,
12896,Basidiomycete,EC,25922L,CEA,1,L,1,5,100,0,,
12896,Basidiomycete,EC,25922L,CEA,1,D,1,5,100,0,,
12896,Basidiomycete,EC,25922L,CEA,2,L,1,14,100,0,,
12896,Basidiomycete,EC,25922L,CEA,2,D,1,14,100,0,,
12896,Basidiomycete,EC,25922L,REA,1,L,1,5,100,0,,
12896,Basidiomycete,EC,25922L,REA,1,D,1,5,100,0,,
12896,Basidiomycete,EC,25922L,REA,2,L,1,14,100,0,,
12896,Basidiomycete,EC,25922L,REA,2,D,1,14,100,0,,
12896,Basidiomycete,EC,25922L,OEA,1,L,1,5,100,0,,
12896,Basidiomycete,EC,25922L,OEA,1,D,1,5,100,0,,
12896,Basidiomycete,EC,25922L,OEA,2,L,1,14,100,0,,
12896,Basidiomycete,EC,25922L,OEA,2,D,1,14,100,0,,
16714,Basidiomycete,KP,70063,PDA,1,L,1,5,50,0,,
16714,Basidiomycete,KP,70063,PDA,1,D,1,5,50,0,,
16714,Basidiomycete,KP,70063,PDA,2,L,1,14,100,0,,
16714,Basidiomycete,KP,70063,PDA,2,D,1,14,100,10,,
16714,Basidiomycete,KP,70063,MEA,1,L,1,5,50,0,,
16714,Basidiomycete,KP,70063,MEA,1,D,1,5,50,0,,
16714,Basidiomycete,KP,70063,MEA,2,L,1,14,100,0,,
16714,Basidiomycete,KP,70063,MEA,2,D,1,14,100,0,,
16714,Basidiomycete,KP,70063,WA,1,L,1,5,50,14,,
16714,Basidiomycete,KP,70063,WA,1,D,1,5,50,15,,
16714,Basidiomycete,KP,70063,WA,2,L,1,14,100,10,,
16714,Basidiomycete,KP,70063,WA,2,D,1,14,100,12,,
16714,Basidiomycete,KP,70063,CEA,1,L,1,5,20,0,,
16714,Basidiomycete,KP,70063,CEA,1,D,1,5,20,0,,
16714,Basidiomycete,KP,70063,CEA,2,L,1,14,100,7,,
16714,Basidiomycete,KP,70063,CEA,2,D,1,14,100,7,,
16714,Basidiomycete,KP,70063,REA,1,L,1,5,50,9,,
16714,Basidiomycete,KP,70063,REA,1,D,1,5,50,8,,
16714,Basidiomycete,KP,70063,REA,2,L,1,14,100,0,,
16714,Basidiomycete,KP,70063,REA,2,D,1,14,100,0,,
16714,Basidiomycete,KP,70063,OEA,1,L,1,5,50,0,,
16714,Basidiomycete,KP,70063,OEA,1,D,1,5,50,0,,
16714,Basidiomycete,KP,70063,OEA,2,L,1,14,100,17,,
16714,Basidiomycete,KP,70063,OEA,2,D,1,14,100,0,,
16714,Basidiomycete,EC,25922L,PDA,1,L,1,5,50,0,,
16714,Basidiomycete,EC,25922L,PDA,1,D,1,5,50,0,,
16714,Basidiomycete,EC,25922L,PDA,2,L,1,14,100,0,,
16714,Basidiomycete,EC,25922L,PDA,2,D,1,14,100,0,,
16714,Basidiomycete,EC,25922L,MEA,1,L,1,5,50,0,,
16714,Basidiomycete,EC,25922L,MEA,1,D,1,5,50,0,,
16714,Basidiomycete,EC,25922L,MEA,2,L,1,14,100,0,,
16714,Basidiomycete,EC,25922L,MEA,2,D,1,14,100,0,,
16714,Basidiomycete,EC,25922L,WA,1,L,1,5,50,0,,
16714,Basidiomycete,EC,25922L,WA,1,D,1,5,50,0,,
16714,Basidiomycete,EC,25922L,CEA,1,L,1,5,20,0,,
16714,Basidiomycete,EC,25922L,CEA,1,D,1,5,20,0,,
16714,Basidiomycete,EC,25922L,CEA,2,L,1,14,100,0,,
16714,Basidiomycete,EC,25922L,CEA,2,D,1,14,100,0,,
