ICMP,Phylum,TestedAgainst,Strain,Media,BioRep,Condition,TechRep,DaysOld,Size,ZOISize,Neg _control,
16714,Basidiomycete,EC,25922L,REA,1,L,1,5,50,0,,
16714,Basidiomycete,EC,25922L,REA,1,D,1,5,50,0,,
16714,Basidiomycete,EC,25922L,REA,2,L,1,14,100,0,,
16714,Basidiomycete,EC,25922L,REA,2,D,1,14,100,0,,
16714,Basidiomycete,EC,25922L,OEA,1,L,1,5,50,0,,
16714,Basidiomycete,EC,25922L,OEA,1,D,1,5,50,0,,
16714,Basidiomycete,EC,25922L,OEA,2,L,1,14,100,10,,
16714,Basidiomycete,EC,25922L,OEA,2,D,1,14,100,8,,
16416,Basidiomycete,KP,70063,PDA,1,L,1,36,100,0,,
16416,Basidiomycete,KP,70063,PDA,1,D,1,11,20,0,,
16416,Basidiomycete,KP,70063,PDA,2,L,1,11,20,0,,
16416,Basidiomycete,KP,70063,PDA,2,D,1,11,20,0,,
16416,Basidiomycete,KP,70063,MEA,1,L,1,36,100,0,,
16416,Basidiomycete,KP,70063,MEA,2,L,1,11,20,0,,
16416,Basidiomycete,KP,70063,WA,1,L,1,36,100,0,,
16416,Basidiomycete,KP,70063,CEA,1,L,1,36,100,0,,
16416,Basidiomycete,KP,70063,REA,1,L,1,36,100,9,,
16416,Basidiomycete,KP,70063,OEA,1,L,1,36,100,8,,
16416,Basidiomycete,EC,25922L,PDA,1,L,1,36,100,9,,
16416,Basidiomycete,EC,25922L,PDA,1,D,1,11,20,10,,
16416,Basidiomycete,EC,25922L,PDA,2,L,1,11,20,0,,
16416,Basidiomycete,EC,25922L,PDA,2,D,1,11,20,0,,
16416,Basidiomycete,EC,25922L,MEA,1,L,1,36,100,0,,
16416,Basidiomycete,EC,25922L,MEA,2,L,1,11,20,0,,
16416,Basidiomycete,EC,25922L,WA,1,L,1,36,100,0,,
16416,Basidiomycete,EC,25922L,CEA,1,L,1,36,100,0,,
16416,Basidiomycete,EC,25922L,REA,1,L,1,36,100,0,,
16416,Basidiomycete,EC,25922L,OEA,1,L,1,36,100,0,,
16397,Basidiomycete,KP,25922L,PDA,1,D,1,13,100,0,,
16397,Basidiomycete,EC,70063,PDA,1,D,1,13,100,0,,
16397,Basidiomycete,EC,25922L,WA,1,D,1,13,75,0,,
11664,Basidiomycete,KP,70063,MEA,1,D,1,13,100,0,,
11664,Basidiomycete,KP,70063,WA,1,D,1,13,75,0,,
11664,Basidiomycete,KP,70063,REA,1,D,1,13,40,0,,
11664,Basidiomycete,KP,70063,OEA,1,D,1,13,100,0,,
11664,Basidiomycete,EC,25922L,MEA,1,D,1,13,100,0,,
11664,Basidiomycete,EC,25922L,WA,1,D,1,13,75,0,,
11664,Basidiomycete,EC,25922L,REA,1,D,1,13,40,0,,
11664,Basidiomycete,EC,25922L,OEA,1,D,1,13,100,0,,
18216,Basidiomycete,KP,70063,PDA,1,L,1,7,50,7,,
18216,Basidiomycete,KP,70063,PDA,1,D,1,7,50,9,,
18216,Basidiomycete,KP,70063,MEA,1,L,1,7,50,0,,
18216,Basidiomycete,KP,70063,MEA,1,D,1,7,50,0,,
18216,Basidiomycete,KP,70063,WA,1,L,1,7,50,7,,
18216,Basidiomycete,KP,70063,WA,1,D,1,7,50,10,,
18216,Basidiomycete,KP,70063,CEA,1,L,1,7,50,7,7,
18216,Basidiomycete,KP,70063,CEA,1,D,1,7,50,10,7,
18216,Basidiomycete,KP,70063,REA,1,L,1,7,50,14,,
18216,Basidiomycete,KP,70063,REA,1,D,1,7,50,13,,
18216,Basidiomycete,KP,70063,OEA,1,L,1,7,50,10,,
18216,Basidiomycete,KP,70063,OEA,1,D,1,7,50,10,,
18216,Basidiomycete,EC,25922L,PDA,1,L,1,7,50,9,,
18216,Basidiomycete,EC,25922L,PDA,1,D,1,7,50,11,,
18216,Basidiomycete,EC,25922L,MEA,1,L,1,7,50,0,,
18216,Basidiomycete,EC,25922L,MEA,1,D,1,7,50,0,,
18216,Basidiomycete,EC,25922L,WA,1,L,1,7,50,0,,
18216,Basidiomycete,EC,25922L,WA,1,D,1,7,50,0,,
18216,Basidiomycete,EC,25922L,CEA,1,L,1,7,50,0,,
18216,Basidiomycete,EC,25922L,CEA,1,D,1,7,50,0,,
18216,Basidiomycete,EC,25922L,REA,1,L,1,7,50,0,,
18216,Basidiomycete,EC,25922L,REA,1,D,1,7,50,0,,
18216,Basidiomycete,EC,25922L,OEA,1,L,1,7,50,8,,
18216,Basidiomycete,EC,25922L,OEA,1,D,1,7,50,8,,
18322,Basidiomycete,KP,70063,PDA,1,D,1,21,100,0,,
18322,Basidiomycete,KP,70063,MEA,1,D,1,21,100,0,,
18322,Basidiomycete,KP,70063,WA,1,D,1,21,100,0,,
18322,Basidiomycete,KP,70063,REA,1,D,1,21,100,0,,
18322,Basidiomycete,KP,70063,OEA,1,D,1,21,100,8,,
18322,Basidiomycete,EC,25922L,PDA,1,D,1,21,100,10,,
18322,Basidiomycete,EC,25922L,MEA,1,D,1,21,100,0,,
18322,Basidiomycete,EC,25922L,WA,1,D,1,21,100,0,,
18322,Basidiomycete,EC,25922L,REA,1,D,1,21,100,0,,
18322,Basidiomycete,EC,25922L,OEA,1,D,1,21,100,7,,
17555,Basidiomycete,KP,70063,PDA,1,L,1,7,20,0,,
17555,Basidiomycete,KP,70063,PDA,1,L,2,7,20,0,,
17555,Basidiomycete,KP,70063,PDA,1,D,1,7,20,0,,
17555,Basidiomycete,KP,70063,PDA,1,D,2,7,20,0,,
17555,Basidiomycete,KP,70063,PDA,2,L,1,9,50,0,,
17555,Basidiomycete,KP,70063,PDA,2,L,2,9,50,0,,
17555,Basidiomycete,KP,70063,PDA,2,D,1,9,60,0,,
17555,Basidiomycete,KP,70063,PDA,2,D,2,9,60,0,,
17555,Basidiomycete,KP,70063,PDA,3,L,1,34,100,0,,
17555,Basidiomycete,KP,70063,PDA,3,D,1,34,100,0,,
17555,Basidiomycete,KP,70063,MEA,1,L,1,7,20,0,,
17555,Basidiomycete,KP,70063,MEA,1,L,2,7,20,0,,
17555,Basidiomycete,KP,70063,MEA,1,D,1,7,20,0,,
17555,Basidiomycete,KP,70063,MEA,1,D,2,7,20,0,,
17555,Basidiomycete,KP,70063,MEA,2,L,1,9,30,0,,
17555,Basidiomycete,KP,70063,MEA,2,L,2,9,30,0,,
17555,Basidiomycete,KP,70063,MEA,2,D,1,9,30,0,,
17555,Basidiomycete,KP,70063,MEA,2,D,2,9,30,0,,
17555,Basidiomycete,KP,70063,MEA,3,L,1,34,75,0,,
17555,Basidiomycete,KP,70063,MEA,3,D,2,34,75,0,,
17555,Basidiomycete,KP,70063,WA,1,L,1,7,20,0,,
17555,Basidiomycete,KP,70063,WA,1,L,2,7,20,0,,
17555,Basidiomycete,KP,70063,WA,1,D,1,7,20,0,,
17555,Basidiomycete,KP,70063,WA,1,D,2,7,20,0,,
17555,Basidiomycete,KP,70063,WA,2,L,1,9,40,8,,
17555,Basidiomycete,KP,70063,WA,2,L,2,9,40,8,,
17555,Basidiomycete,KP,70063,WA,2,D,1,9,30,7,,
17555,Basidiomycete,KP,70063,WA,2,D,2,9,30,7,,
17555,Basidiomycete,KP,70063,WA,3,L,1,34,100,0,,
17555,Basidiomycete,KP,70063,WA,3,D,1,34,100,0,,
17555,Basidiomycete,KP,70063,CEA,1,L,1,7,20,0,,
17555,Basidiomycete,KP,70063,CEA,1,L,2,7,20,0,,
17555,Basidiomycete,KP,70063,CEA,1,D,1,7,20,0,,
17555,Basidiomycete,KP,70063,CEA,1,D,2,7,20,0,,
17555,Basidiomycete,KP,70063,CEA,2,L,1,9,30,0,,
17555,Basidiomycete,KP,70063,CEA,2,L,2,9,30,0,,
17555,Basidiomycete,KP,70063,CEA,2,D,1,9,20,0,,
17555,Basidiomycete,KP,70063,CEA,2,D,2,9,20,0,,
17555,Basidiomycete,KP,70063,CEA,3,L,1,34,100,0,,
17555,Basidiomycete,KP,70063,CEA,3,D,1,34,100,0,,
17555,Basidiomycete,KP,70063,REA,1,L,1,7,20,10,,
17555,Basidiomycete,KP,70063,REA,1,L,2,7,20,10,,
17555,Basidiomycete,KP,70063,REA,1,D,1,7,20,10,,
17555,Basidiomycete,KP,70063,REA,1,D,2,7,20,8,,
17555,Basidiomycete,KP,70063,REA,2,L,1,9,50,9,,
17555,Basidiomycete,KP,70063,REA,2,L,2,9,50,8,,
17555,Basidiomycete,KP,70063,REA,2,D,1,9,50,8,,
17555,Basidiomycete,KP,70063,REA,2,D,2,9,50,8,,
17555,Basidiomycete,KP,70063,REA,3,L,1,34,100,9,,
17555,Basidiomycete,KP,70063,REA,3,D,1,34,100,0,,
17555,Basidiomycete,KP,70063,OEA,1,L,1,7,20,7,,
17555,Basidiomycete,KP,70063,OEA,1,L,2,7,20,7,,
17555,Basidiomycete,KP,70063,OEA,1,D,1,7,20,7,,
17555,Basidiomycete,KP,70063,OEA,1,D,2,7,20,7,,
17555,Basidiomycete,KP,70063,OEA,2,L,1,9,100,0,,
17555,Basidiomycete,KP,70063,OEA,2,L,2,9,100,0,,
17555,Basidiomycete,KP,70063,OEA,2,D,1,9,100,0,,
17555,Basidiomycete,KP,70063,OEA,2,D,2,9,100,0,,
17555,Basidiomycete,KP,70063,OEA,3,L,1,34,100,7,,
17555,Basidiomycete,KP,70063,OEA,3,D,1,34,100,7,,
17555,Basidiomycete,KP,70063,CYA,1,L,1,34,20,0,,
17555,Basidiomycete,KP,70063,CYA,1,D,1,34,20,0,,
17555,Basidiomycete,EC,25922L,PDA,1,L,1,7,20,8,,
17555,Basidiomycete,EC,25922L,PDA,1,L,2,7,20,8,,
17555,Basidiomycete,EC,25922L,PDA,1,D,1,7,20,7,,
17555,Basidiomycete,EC,25922L,PDA,1,D,2,7,20,0,,
17555,Basidiomycete,EC,25922L,PDA,2,L,1,21,100,0,,
17555,Basidiomycete,EC,25922L,PDA,2,L,2,21,100,0,,
17555,Basidiomycete,EC,25922L,PDA,2,D,1,21,100,0,,
17555,Basidiomycete,EC,25922L,PDA,2,D,2,21,100,0,,
17555,Basidiomycete,EC,25922L,PDA,3,L,1,9,50,0,,
17555,Basidiomycete,EC,25922L,PDA,3,L,2,9,50,0,,
17555,Basidiomycete,EC,25922L,PDA,3,D,1,9,60,0,,
17555,Basidiomycete,EC,25922L,PDA,3,D,2,9,60,0,,
17555,Basidiomycete,EC,25922L,PDA,4,L,1,34,100,0,,
17555,Basidiomycete,EC,25922L,PDA,4,D,1,34,100,0,,
17555,Basidiomycete,EC,25922L,MEA,1,L,1,7,20,12,,
17555,Basidiomycete,EC,25922L,MEA,1,L,2,7,20,12,,
17555,Basidiomycete,EC,25922L,MEA,1,D,1,7,20,0,,
17555,Basidiomycete,EC,25922L,MEA,1,D,2,7,20,0,,
17555,Basidiomycete,EC,25922L,MEA,2,L,1,21,50,0,,
17555,Basidiomycete,EC,25922L,MEA,2,L,2,21,50,0,,
17555,Basidiomycete,EC,25922L,MEA,2,D,1,21,50,0,,
17555,Basidiomycete,EC,25922L,MEA,2,D,2,21,50,0,,
17555,Basidiomycete,EC,25922L,MEA,3,L,1,9,30,0,,
17555,Basidiomycete,EC,25922L,MEA,3,L,2,9,30,0,,
17555,Basidiomycete,EC,25922L,MEA,3,D,1,9,30,0,,
17555,Basidiomycete,EC,25922L,MEA,3,D,2,9,30,0,,
17555,Basidiomycete,EC,25922L,MEA,4,L,1,34,75,0,,
17555,Basidiomycete,EC,25922L,MEA,4,D,1,34,75,0,,
17555,Basidiomycete,EC,25922L,WA,1,L,1,7,20,0,,
17555,Basidiomycete,EC,25922L,WA,1,L,2,7,20,0,,
17555,Basidiomycete,EC,25922L,WA,1,D,1,7,20,0,,
17555,Basidiomycete,EC,25922L,WA,1,D,2,7,20,0,,
17555,Basidiomycete,EC,25922L,WA,2,L,1,9,40,0,,
17555,Basidiomycete,EC,25922L,WA,2,L,2,9,40,0,,
17555,Basidiomycete,EC,25922L,WA,2,D,1,9,30,0,,
17555,Basidiomycete,EC,25922L,WA,2,D,2,9,30,0,,
17555,Basidiomycete,EC,25922L,WA,3,L,1,34,100,0,,
17555,Basidiomycete,EC,25922L,WA,3,D,1,34,100,0,,
17555,Basidiomycete,EC,25922L,CEA,1,L,1,7,20,0,,
17555,Basidiomycete,EC,25922L,CEA,1,L,2,7,20,0,,
17555,Basidiomycete,EC,25922L,CEA,1,D,1,7,20,0,,
17555,Basidiomycete,EC,25922L,CEA,1,D,2,7,20,0,,
17555,Basidiomycete,EC,25922L,CEA,2,L,1,21,50,0,,
17555,Basidiomycete,EC,25922L,CEA,2,L,2,21,50,0,,
17555,Basidiomycete,EC,25922L,CEA,2,D,1,21,50,0,,
17555,Basidiomycete,EC,25922L,CEA,2,D,2,21,50,0,,
17555,Basidiomycete,EC,25922L,CEA,3,L,1,9,30,0,,
17555,Basidiomycete,EC,25922L,CEA,3,L,2,9,30,0,,
17555,Basidiomycete,EC,25922L,CEA,3,D,1,9,20,0,,
17555,Basidiomycete,EC,25922L,CEA,3,D,2,9,20,0,,
17555,Basidiomycete,EC,25922L,CEA,4,L,1,34,100,0,,
17555,Basidiomycete,EC,25922L,CEA,4,D,1,34,100,0,,
17555,Basidiomycete,EC,25922L,REA,1,L,1,7,20,0,,
17555,Basidiomycete,EC,25922L,REA,1,L,2,7,20,0,,
17555,Basidiomycete,EC,25922L,REA,1,D,1,7,20,0,,
17555,Basidiomycete,EC,25922L,REA,1,D,2,7,20,0,,
17555,Basidiomycete,EC,25922L,REA,2,L,1,21,50,0,,
17555,Basidiomycete,EC,25922L,REA,2,L,2,21,50,0,,
17555,Basidiomycete,EC,25922L,REA,2,D,1,21,50,0,,
17555,Basidiomycete,EC,25922L,REA,2,D,2,21,50,0,,
17555,Basidiomycete,EC,25922L,REA,3,L,1,9,50,0,,
17555,Basidiomycete,EC,25922L,REA,3,L,2,9,50,0,,
17555,Basidiomycete,EC,25922L,REA,3,D,1,9,50,0,,
17555,Basidiomycete,EC,25922L,REA,3,D,2,9,50,0,,
17555,Basidiomycete,EC,25922L,REA,4,L,1,34,100,0,,
17555,Basidiomycete,EC,25922L,REA,4,D,1,34,100,0,,
17555,Basidiomycete,EC,25922L,OEA,1,L,1,7,20,7,,
17555,Basidiomycete,EC,25922L,OEA,1,L,2,7,20,7,,
17555,Basidiomycete,EC,25922L,OEA,1,D,1,7,20,7,,
17555,Basidiomycete,EC,25922L,OEA,1,D,2,7,20,7,,
17555,Basidiomycete,EC,25922L,OEA,2,L,1,21,100,7,,
17555,Basidiomycete,EC,25922L,OEA,2,L,2,21,100,7,,
17555,Basidiomycete,EC,25922L,OEA,2,D,1,21,100,7,,
17555,Basidiomycete,EC,25922L,OEA,2,D,2,21,100,7,,
17555,Basidiomycete,EC,25922L,OEA,3,L,1,9,100,0,,
17555,Basidiomycete,EC,25922L,OEA,3,L,2,9,100,0,,
17555,Basidiomycete,EC,25922L,OEA,3,D,1,9,100,0,,
17555,Basidiomycete,EC,25922L,OEA,3,D,2,9,100,0,,
17555,Basidiomycete,EC,25922L,CYA,0,L,1,34,20,0,,
17555,Basidiomycete,EC,25922L,CYA,0,D,1,34,20,0,,
13268,Basidiomycete,KP,70063,PDA,1,D,1,9,20,7,,
13268,Basidiomycete,KP,70063,MEA,1,D,1,9,30,0,,
13268,Basidiomycete,KP,70063,WA,1,D,1,9,20,0,,
13268,Basidiomycete,KP,70063,REA,1,D,1,9,40,0,,
13268,Basidiomycete,KP,70063,OEA,1,D,1,9,20,11,,
13268,Basidiomycete,EC,25922L,PDA,1,D,1,9,20,0,,
13268,Basidiomycete,EC,25922L,MEA,1,D,1,9,30,0,,
13268,Basidiomycete,EC,25922L,WA,1,D,1,9,20,0,,
13268,Basidiomycete,EC,25922L,REA,1,D,1,9,40,0,,
13268,Basidiomycete,EC,25922L,OEA,1,D,1,9,20,7,,
16953,Basidiomycete,KP,70063,PDA,1,L,1,9,100,0,,
16953,Basidiomycete,KP,70063,PDA,1,D,1,9,100,0,,
16953,Basidiomycete,KP,70063,MEA,1,L,1,9,50,0,,
16953,Basidiomycete,KP,70063,MEA,1,D,1,9,50,0,,
16953,Basidiomycete,KP,70063,WA,1,L,1,9,40,0,,
16953,Basidiomycete,KP,70063,WA,1,D,1,9,40,0,,
16953,Basidiomycete,KP,70063,REA,1,L,1,9,50,12,,
16953,Basidiomycete,KP,70063,REA,1,D,1,9,50,11,,
16953,Basidiomycete,KP,70063,PDA,1,L,1,9,100,0,,
16953,Basidiomycete,KP,70063,PDA,1,D,1,9,100,0,,
16953,Basidiomycete,KP,70063,MEA,1,L,1,9,50,0,,
16953,Basidiomycete,KP,70063,MEA,1,D,1,9,50,0,,
16953,Basidiomycete,KP,70063,WA,1,L,1,9,40,0,,
16953,Basidiomycete,KP,70063,WA,1,D,1,9,40,0,,
16953,Basidiomycete,KP,70063,REA,1,L,1,9,50,0,,
16953,Basidiomycete,KP,70063,REA,1,D,1,9,50,0,,
16953,Basidiomycete,EC,25922L,PDA,1,L,1,9,100,0,,
16953,Basidiomycete,EC,25922L,PDA,1,D,1,9,100,0,,
16953,Basidiomycete,EC,25922L,MEA,1,L,1,9,50,0,,
16953,Basidiomycete,EC,25922L,MEA,1,D,1,9,50,0,,
16953,Basidiomycete,EC,25922L,WA,1,L,1,9,40,0,,
16953,Basidiomycete,EC,25922L,WA,1,D,1,9,40,0,,
16953,Basidiomycete,EC,25922L,REA,1,L,1,9,50,0,,
16953,Basidiomycete,EC,25922L,REA,1,D,1,9,50,0,,
16953,Basidiomycete,EC,25922L,PDA,1,L,1,9,100,0,,
16953,Basidiomycete,EC,25922L,PDA,1,D,1,9,100,0,,
16953,Basidiomycete,EC,25922L,MEA,1,L,1,9,50,0,,
16953,Basidiomycete,EC,25922L,MEA,1,D,1,9,50,0,,
16953,Basidiomycete,EC,25922L,WA,1,L,1,9,40,0,,
16953,Basidiomycete,EC,25922L,WA,1,D,1,9,40,0,,
16953,Basidiomycete,EC,25922L,REA,1,L,1,9,50,0,,
16953,Basidiomycete,EC,25922L,REA,1,D,1,9,50,0,,
18137,Basidiomycete,KP,70063,PDA,1,L,1,9,20,0,,
18137,Basidiomycete,KP,70063,PDA,1,D,1,9,20,0,,
18137,Basidiomycete,KP,70063,MEA,1,D,1,9,40,0,,
18137,Basidiomycete,KP,70063,OEA,1,L,1,9,40,0,,
18137,Basidiomycete,KP,70063,OEA,1,D,1,9,40,0,,
18137,Basidiomycete,KP,70063,PDA,1,L,1,9,20,0,,
18137,Basidiomycete,KP,70063,PDA,1,D,1,9,20,0,,
18137,Basidiomycete,KP,70063,MEA,1,D,1,9,40,0,,
18137,Basidiomycete,KP,70063,OEA,1,L,1,9,40,0,,
18137,Basidiomycete,KP,70063,OEA,1,D,1,9,40,0,,
18137,Basidiomycete,EC,25922L,PDA,1,L,1,9,20,0,,
18137,Basidiomycete,EC,25922L,PDA,1,D,1,9,20,0,,
18137,Basidiomycete,EC,25922L,MEA,1,D,1,9,40,0,,
18137,Basidiomycete,EC,25922L,OEA,1,L,1,9,40,0,,
18137,Basidiomycete,EC,25922L,OEA,1,D,1,9,40,0,,
18137,Basidiomycete,EC,25922L,PDA,1,L,1,9,20,0,,
18137,Basidiomycete,EC,25922L,PDA,1,D,1,9,20,0,,
18137,Basidiomycete,EC,25922L,MEA,1,D,1,9,40,0,,
18137,Basidiomycete,EC,25922L,OEA,1,L,1,9,40,0,,
18137,Basidiomycete,EC,25922L,OEA,1,D,1,9,40,0,,
16864,Ascomycete,KP,70063,PDA,1,L,1,9,100,0,,
16864,Ascomycete,KP,70063,PDA,1,D,1,9,100,0,,
16864,Ascomycete,KP,70063,PDA,2,L,1,18,75,11,,
16864,Ascomycete,KP,70063,PDA,2,L,2,18,75,13,,
16864,Ascomycete,KP,70063,PDA,2,D,1,18,75,12,,
16864,Ascomycete,KP,70063,PDA,2,D,2,18,75,12,,
16864,Ascomycete,KP,70063,MEA,1,D,1,9,20,0,,
16864,Ascomycete,KP,70063,CEA,1,L,1,18,20,0,,
16864,Ascomycete,KP,70063,CEA,1,D,1,18,20,0,,
16864,Ascomycete,KP,70063,REA,1,L,1,9,20,0,,
16864,Ascomycete,KP,70063,REA,1,D,1,9,20,0,,
16864,Ascomycete,KP,70063,REA,1,L,1,18,50,0,,
16864,Ascomycete,KP,70063,REA,1,D,1,18,20,0,,
16864,Ascomycete,KP,70063,OEA,1,L,1,9,40,11,,
16864,Ascomycete,KP,70063,OEA,1,D,1,9,100,8,,
16864,Ascomycete,KP,70063,OEA,2,L,1,18,100,10,,
16864,Ascomycete,KP,70063,OEA,2,L,2,18,100,11,,
16864,Ascomycete,KP,70063,CYA,1,L,1,18,20,0,,
16864,Ascomycete,KP,70063,CYA,1,D,1,18,20,0,,
16864,Ascomycete,EC,25922L,PDA,1,L,1,9,100,0,,
16864,Ascomycete,EC,25922L,PDA,1,D,1,9,100,0,,
16864,Ascomycete,EC,25922L,PDA,2,L,1,18,75,15,,
16864,Ascomycete,EC,25922L,PDA,2,L,2,18,75,14,,
16864,Ascomycete,EC,25922L,PDA,2,D,1,18,75,12,,
16864,Ascomycete,EC,25922L,PDA,2,D,2,18,75,13,,
16864,Ascomycete,EC,25922L,MEA,1,D,1,9,20,0,,
16864,Ascomycete,EC,25922L,CEA,1,L,1,18,20,0,,
16864,Ascomycete,EC,25922L,CEA,1,D,1,18,20,0,,
16864,Ascomycete,EC,25922L,REA,1,L,1,9,20,0,,
16864,Ascomycete,EC,25922L,REA,1,D,1,9,20,0,,
16864,Ascomycete,EC,25922L,REA,1,L,1,18,50,0,,
16864,Ascomycete,EC,25922L,REA,1,D,1,18,20,0,,
16864,Ascomycete,EC,25922L,OEA,1,L,1,9,40,0,,
16864,Ascomycete,EC,25922L,OEA,1,D,1,9,100,0,,
16864,Ascomycete,EC,25922L,OEA,2,L,1,18,100,0,,
16864,Ascomycete,EC,25922L,OEA,2,L,2,18,100,0,,
16864,Ascomycete,EC,25922L,CYA,1,L,1,18,20,0,,
16864,Ascomycete,EC,25922L,CYA,1,D,1,18,20,0,,
